ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
60,RL,68.0,8970,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,3,3,1,5,1,744.0,GasA,TA,Y,SBrkr,2140,0.0,0.0,2,1,4,1,TA,7,Typ,1,TA,Attchd,3,2.0,549.0,3,3,Y,0,40,264,0,0,0,0,6,2009,WD ,177500
30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,1,1,656.0,GasA,TA,Y,SBrkr,968,0.0,0.0,2,0,4,1,TA,5,Typ,0,None,Detchd,1,1.0,216.0,2,2,Y,0,0,0,0,0,0,0,8,2007,WD ,64500
120,FV,25.0,4835,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,5,3,3,6,1,1488.0,GasA,Ex,Y,SBrkr,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,3,2.0,506.0,3,3,Y,168,50,0,0,0,0,0,3,2010,WD ,260000
20,RL,53.0,3710,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,4,3,3,1,1,1266.0,GasA,Ex,Y,SBrkr,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,3,2.0,388.0,3,3,Y,100,16,0,0,0,0,0,8,2007,New,185485
30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,4,1,715.0,GasA,TA,Y,FuseA,875,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1,1.0,180.0,2,3,Y,48,0,0,0,0,0,0,11,2009,WD ,105000
80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,3,3,1,1,1,528.0,GasA,Ex,Y,SBrkr,1855,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2,2.0,512.0,3,3,Y,113,100,0,0,0,0,0,8,2007,WD ,187000
20,RL,91.0,14145,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,4,3,2,5,1,1208.0,GasA,Ex,Y,SBrkr,1621,1.0,0.0,2,0,3,1,Gd,8,Typ,0,None,Attchd,2,2.0,440.0,3,3,Y,108,45,0,0,0,0,400,5,2006,WD ,202500
20,RL,70.0,9926,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,4,3,2,6,1,1614.0,GasA,Ex,Y,SBrkr,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,3.0,878.0,3,3,Y,100,38,0,0,0,0,0,5,2007,WD ,245700
160,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,3,3,1,1,1,630.0,GasA,Ex,Y,SBrkr,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,TA,Attchd,2,1.0,283.0,3,3,Y,340,0,0,0,0,0,0,7,2007,WD ,128000
60,RL,80.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,4,3,2,1,1,1030.0,GasA,Gd,Y,SBrkr,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2,3.0,878.0,3,3,Y,192,52,0,0,0,0,0,3,2006,WD ,275500
80,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,4,3,3,6,3,528.0,GasA,TA,Y,SBrkr,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,2,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,7,2009,WD ,138000
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,3,3,1,1,1,525.0,GasA,TA,Y,SBrkr,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,3,2010,WD ,88000
60,RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,4,3,3,1,1,2153.0,GasA,Ex,Y,SBrkr,2643,0.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,3,3.0,694.0,3,3,Y,414,84,0,0,0,0,0,3,2007,WD ,380000
20,FV,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,4,3,3,1,1,1660.0,GasA,Ex,Y,SBrkr,1660,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,3,3.0,660.0,3,3,Y,133,120,0,0,0,0,0,6,2008,WD ,256000
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,2,4,3,900.0,GasA,TA,Y,SBrkr,900,0.0,1.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1,2.0,576.0,3,3,Y,222,32,0,0,0,0,0,5,2010,WD ,134800
160,RM,24.0,1612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,4,3,1,1,1,561.0,GasA,TA,Y,SBrkr,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,3,2.0,462.0,3,3,Y,154,0,0,0,0,0,0,7,2009,WD ,121000
60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,1,874.0,GasA,Ex,Y,SBrkr,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,None,Attchd,3,2.0,578.0,3,3,Y,144,105,0,0,0,0,0,8,2007,New,227875
20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,4,3,3,1,1,1694.0,GasA,Ex,Y,SBrkr,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,3.0,776.0,3,3,Y,160,33,0,0,0,0,0,2,2010,WD ,245350
90,RM,33.0,5976,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,3,3,1,1,1,624.0,GasA,Gd,N,FuseA,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,None,None,0,0.0,0.0,0,0,N,0,130,256,0,0,0,0,12,2006,WD ,93500
30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,5,1,458.0,GasA,Fa,N,SBrkr,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Basment,1,1.0,366.0,2,3,Y,0,0,77,0,0,0,400,5,2010,COD,83000
60,RL,68.0,53107,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,4,3,3,6,1,1580.0,GasA,Ex,Y,SBrkr,1953,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,3,2.0,501.0,3,3,Y,216,231,0,0,0,0,0,6,2007,WD ,240000
45,RM,40.0,5680,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,3,3,1,1,1,592.0,GasA,TA,N,FuseA,1173,0.0,0.0,2,0,3,1,TA,7,Typ,0,None,Detchd,1,1.0,240.0,3,2,Y,0,25,77,0,0,0,0,9,2007,WD ,113000
20,RL,66.0,12400,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,3,2,1,3,1,1215.0,GasA,TA,Y,FuseA,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1,1.0,297.0,3,3,Y,0,0,0,0,234,0,0,6,2009,WD ,155000
20,RL,65.0,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,3,3,2,6,1,912.0,GasA,Gd,Y,SBrkr,912,1.0,1.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1,1.0,288.0,3,3,Y,168,0,0,0,0,0,0,5,2008,WD ,142000
45,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,3,3,1,1,1,884.0,GasA,Gd,Y,SBrkr,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1,1.0,180.0,3,3,Y,0,0,105,0,0,0,0,1,2009,WD ,119000
50,RL,75.0,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,4,3,2,5,1,983.0,GasA,Ex,Y,SBrkr,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,None,Attchd,1,1.0,423.0,3,3,Y,245,0,156,0,0,0,1300,7,2008,WD ,160000
60,RL,62.0,7415,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,3,3,1,6,1,839.0,GasA,Ex,Y,SBrkr,1593,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,3,2.0,398.0,3,3,Y,100,75,0,0,0,0,0,4,2008,WD ,193000
60,RL,88.0,11762,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,Gd,TA,PConc,5,3,1,6,1,1105.0,GasA,Ex,Y,SBrkr,2202,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,2,2.0,517.0,3,3,Y,0,65,0,0,144,0,0,9,2007,WD ,263000
20,RL,65.0,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,3,6,1,1310.0,GasA,Ex,Y,SBrkr,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,3,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,7,2006,New,164990
20,RL,60.0,8190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,3,1,948.0,GasA,Ex,Y,SBrkr,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1,1.0,280.0,3,3,Y,0,36,0,0,0,0,0,10,2007,WD ,119000
20,FV,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,Gd,TA,PConc,4,3,1,6,1,1372.0,GasA,Ex,Y,SBrkr,1448,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2,2.0,692.0,3,3,Y,0,140,0,0,0,0,0,6,2009,WD ,238500
20,RL,62.0,70761,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,4,3,4,5,1,1533.0,GasA,TA,Y,SBrkr,1533,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1,2.0,576.0,3,3,Y,200,54,0,0,0,0,0,12,2006,WD ,280000
120,FV,32.0,3784,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,4,3,1,6,1,1511.0,GasA,Ex,Y,SBrkr,1565,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,3,2.0,476.0,3,3,Y,0,120,0,0,0,0,0,2,2007,New,193800
120,RM,44.0,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,4,3,1,6,1,1040.0,GasA,TA,Y,SBrkr,1060,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1,2.0,572.0,3,3,Y,100,110,0,0,0,0,0,6,2007,WD ,129900
20,RL,57.0,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,6,1,990.0,GasA,Ex,Y,SBrkr,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1,2.0,672.0,3,3,Y,0,0,0,0,0,0,0,2,2008,WD ,145000
20,RL,68.0,14781,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,4,3,4,1,1,1753.0,GasA,Ex,Y,SBrkr,1787,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2,3.0,748.0,3,3,Y,198,150,0,0,0,0,0,8,2006,WD ,275000
90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,0,0,0,0,0,0.0,Wall,Fa,N,FuseF,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,None,Detchd,1,2.0,400.0,3,2,Y,0,0,0,0,0,0,0,12,2006,WD ,81400
20,RL,62.0,7440,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,4,3,1,4,1,1089.0,GasW,TA,Y,SBrkr,1089,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,2,1.0,252.0,3,3,P,328,0,0,0,0,0,0,9,2009,WD ,125000
30,RM,62.0,7404,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,2,3,1,1,1,861.0,GasA,TA,Y,SBrkr,861,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1,2.0,288.0,3,3,N,0,0,128,0,0,0,0,11,2009,Oth,80000
30,RL,67.0,4853,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,TA,TA,BrkTil,3,3,2,3,1,1107.0,GasA,Fa,N,FuseA,1296,0.0,0.0,2,0,2,1,Fa,5,Typ,1,Gd,Detchd,1,1.0,260.0,3,3,Y,0,0,36,0,0,0,0,5,2010,WD ,104000
20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,4,3,1,6,1,1720.0,GasA,Ex,Y,SBrkr,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,3,2.0,527.0,3,3,Y,240,56,154,0,0,0,0,3,2010,WD ,260400
60,RL,78.0,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,Gd,TA,CBlock,4,3,1,5,1,725.0,GasA,Ex,Y,SBrkr,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2,2.0,484.0,3,3,Y,167,72,0,0,0,0,0,3,2007,WD ,176000
20,RL,68.0,11677,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,TA,TA,CBlock,3,3,3,3,4,1040.0,GasA,TA,Y,SBrkr,1040,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,2,1.0,264.0,3,3,Y,0,90,0,0,0,0,0,2,2007,WD ,123000
60,RL,68.0,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,Gd,TA,PConc,5,3,2,1,1,1519.0,GasA,Ex,Y,SBrkr,2172,0.0,0.0,2,1,4,1,Ex,8,Typ,1,TA,BuiltIn,2,3.0,687.0,3,3,Y,162,153,0,0,0,0,0,6,2008,WD ,291000
20,RL,50.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,3,3,1,5,1,972.0,GasA,Ex,Y,SBrkr,972,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,5,2009,WD ,132000
60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,1,1,728.0,GasA,Ex,Y,SBrkr,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,3,2.0,400.0,3,3,Y,100,24,0,0,0,0,0,7,2008,WD ,176000
20,RL,68.0,13495,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,3,3,1,4,2,1048.0,GasA,Fa,Y,SBrkr,1728,1.0,0.0,2,0,3,1,TA,7,Min1,1,Gd,Detchd,1,2.0,576.0,3,3,Y,0,99,0,0,0,0,0,7,2009,WD ,177625
50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,3,3,1,4,1,784.0,GasA,Gd,Y,SBrkr,1221,1.0,0.0,1,0,4,1,TA,7,Typ,0,None,Attchd,1,1.0,392.0,3,3,Y,0,0,236,0,0,0,0,3,2006,WD ,104900
60,RL,68.0,9272,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,842.0,GasA,Ex,Y,SBrkr,1749,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,515.0,3,3,Y,140,85,0,0,0,0,0,6,2006,WD ,196000
120,RL,48.0,7841,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,5,3,1,6,1,1577.0,GasA,Ex,Y,SBrkr,1577,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2,2.0,564.0,3,3,Y,203,39,0,0,0,0,0,5,2007,WD ,280000
80,RL,68.0,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,4,3,1,1,1,384.0,GasA,Gd,Y,SBrkr,1474,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,3,2.0,400.0,3,3,Y,120,72,0,0,0,0,700,5,2009,WD ,168500
60,RL,68.0,13041,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,4,3,1,1,1,781.0,GasA,Gd,Y,SBrkr,1671,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,3,2.0,423.0,3,3,Y,0,84,0,0,0,0,0,2,2006,WD ,170000
20,RL,200.0,43500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,0,0,0,0.0,GasA,Ex,Y,SBrkr,2034,0.0,0.0,1,0,2,1,TA,9,Min1,0,None,2Types,2,4.0,1041.0,3,3,N,483,266,0,0,0,561,0,6,2007,WD ,130000
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,2,3,2,989.0,GasA,TA,Y,SBrkr,2009,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1,2.0,400.0,3,3,Y,0,20,0,0,0,0,0,1,2008,WD ,150000
20,RL,95.0,13015,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,4,3,1,1,1,1100.0,GasA,Ex,Y,SBrkr,1100,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,Attchd,2,2.0,462.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD ,145000
90,RL,63.0,9297,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,3,3,1,5,1,1728.0,GasA,TA,Y,SBrkr,1728,2.0,0.0,2,0,4,2,TA,8,Typ,0,None,Detchd,1,2.0,560.0,3,3,Y,0,0,0,0,0,0,0,7,2006,WD ,188000
60,RL,57.0,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,3,1,1,916.0,GasA,Gd,Y,SBrkr,1600,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,3,2.0,460.0,3,3,Y,100,38,0,0,0,0,0,8,2007,WD ,169000
20,RL,74.0,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,1,1,1125.0,GasA,Gd,Y,SBrkr,1125,0.0,0.0,1,1,2,1,TA,5,Typ,0,None,Attchd,1,2.0,430.0,3,3,Y,80,64,0,0,0,0,0,4,2007,New,155000
120,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,4,3,2,6,1,1391.0,GasA,Ex,Y,SBrkr,1391,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2,2.0,530.0,3,3,Y,156,158,0,0,0,0,0,7,2008,WD ,196000
60,RL,68.0,8740,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,854.0,GasA,Ex,Y,SBrkr,1995,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,3,2.0,435.0,3,3,Y,264,48,0,0,0,0,0,7,2007,WD ,219500
